codigo,arquivo_final,nome_exercicio,grupo_muscular,estacao,prioridade,exercise_id
859,859-pogo-jumps-saltinhos-no-lugar.mp4,Pogo jumps (saltinhos no lugar),Pliometria,Peso Corporal,normal,8c8ab66a-8995-4b9a-a16c-3a33d5548286
860,860-pogo-unipodal.mp4,Pogo unipodal,Pliometria,Peso Corporal,normal,6c8ad754-c524-47cd-944c-4103ba247fba
861,861-pombo-pigeon.mp4,Pombo (pigeon),Mobilidade,Peso Corporal,normal,0b31d071-9fba-4e25-b214-83e134c254d1
862,862-ponte-de-gluteo.mp4,Ponte de glúteo,Peso Corporal,Peso Corporal,normal,a5d763eb-d779-49bc-acd4-665438ab4e01
863,863-ponte-de-gluteo-unilateral.mp4,Ponte de glúteo unilateral,Peso Corporal,Peso Corporal,normal,a21397db-be10-492f-9e1b-42994ac9d79f
864,864-ponte-glutea.mp4,Ponte Glútea,glúteo,Peso Corporal,normal,9f5d985c-c6f5-4287-a448-b844600bdae3
865,865-power-skip-skip-de-altura-distancia.mp4,Power skip (skip de altura/distância),Performance,Peso Corporal,normal,0f84c8b6-3e2e-4433-a247-985c26c1af9f
866,866-prancha-cocoras.mp4,Prancha + Cócoras,Musculação,Peso Corporal,normal,85f9e6ce-592e-4eda-a9c6-79c2f828135f
867,867-prancha-alta.mp4,Prancha Alta,abdômen,Peso Corporal,normal,ee5bb2b7-7e27-470b-9fd2-9e924b0ebae0
868,868-prancha-alta-cadeia-cruzada-core.mp4,Prancha alta (Cadeia cruzada - Core),Musculação,Peso Corporal,normal,7a15e4ba-3866-4371-874d-25b7c94d9e1a
869,869-prancha-alta-com-flexao-de-quadril-e-joelho-na-bola.mp4,Prancha Alta com Flexão de Quadril e Joelho na Bola,abdômen,Peso Corporal,normal,fce5642a-088d-40e1-9779-0956e9ed0f99
870,870-prancha-bola.mp4,Prancha Bola,abdômen,Peso Corporal,normal,e8e07b80-c7bc-455f-b053-a9391e5ec052
871,871-prancha-bola-com-movimento-frente-e-tras.mp4,Prancha Bola com Movimento Frente e Trás,abdômen,Peso Corporal,normal,3552afdc-4a5a-49da-b7cb-222fe4044734
872,872-prancha-com-ativacao-de-serratil.mp4,Prancha com Ativação de Serrátil,abdômen,Peso Corporal,normal,b4d544e8-9879-4b6d-9b8f-06a24fa4b894
873,873-prancha-com-extensao-de-quadril-alternada.mp4,Prancha com Extensão de Quadril Alternada,abdômen,Peso Corporal,normal,0cb9e0ab-92ab-4a98-9f1b-98601d9dac5e
874,874-prancha-com-extensao-de-quadril-unilateral.mp4,Prancha com Extensão de Quadril Unilateral,abdômen,Peso Corporal,normal,d9b00932-87f9-48f1-b8f4-6e7aa4588b28
875,875-prancha-com-toque-de-ombro.mp4,Prancha com toque de ombro,Core,Peso Corporal,normal,41a50d5e-42ac-46fc-9930-d3c5c51713c5
876,876-prancha-de-copenhagen.mp4,Prancha de Copenhagen,adutores,Peso Corporal,normal,91084dd1-b0b2-48f7-8365-0bab87218fa6
877,877-prancha-de-copenhagen-dinamica.mp4,Prancha de Copenhagen Dinâmica,adutores,Peso Corporal,normal,77ecd1af-2960-4c99-b26a-dcfff9f66cdc
878,878-prancha-de-copenhagen-flexionada.mp4,Prancha de Copenhagen Flexionada,adutores,Peso Corporal,normal,123d1913-6722-412a-9644-98fe62ca2129
879,879-prancha-inversa.mp4,Prancha inversa,Musculação,Peso Corporal,normal,5fbca827-2419-41b2-bb66-2492a472be9b
880,880-prancha-inversa-flexao-de-quadril-alternada.mp4,Prancha inversa + flexão de quadril alternada,Musculação,Peso Corporal,normal,8760c798-2f49-403e-8660-ad7c12729d5f
881,881-prancha-lateral.mp4,Prancha Lateral,abdômen,Peso Corporal,normal,44f1aea6-0474-49fb-ad57-2092f121036f
882,882-prancha-lateral.mp4,Prancha lateral,Core,Peso Corporal,normal,973b1aee-c058-4635-a8bd-f74740c55c13
883,883-prancha-lateral-abducao-isometrica.mp4,Prancha Lateral + Abdução Isométrica,Musculação,Peso Corporal,normal,cbede972-bc03-4bbb-b665-6ae95e0c0016
884,884-prancha-lateral-ostrinha.mp4,Prancha lateral + Ostrinha,Musculação,Peso Corporal,normal,4145eb23-d052-43f3-a187-e0775d415ba2
885,885-prancha-lateral-pressao-na-bola.mp4,Prancha Lateral + pressão na Bola,Musculação,Peso Corporal,normal,65ec923f-0020-4f2c-8c09-d89104d0cf12
886,886-prancha-lateral-com-abducao-de-quadril-isometrica.mp4,Prancha Lateral com Abdução de Quadril Isométrica,abdômen,Peso Corporal,normal,a53b70fb-7cda-4018-8b55-68a6e9aa5d0a
887,887-prancha-lateral-com-elevacao-de-quadril.mp4,Prancha lateral com elevação de quadril,Core,Peso Corporal,normal,c210591d-1ee6-451f-b28d-7c02e72f1fa2
888,888-prancha-lateral-com-rotacao-toracica.mp4,Prancha Lateral com Rotação Torácica,abdômen,Peso Corporal,normal,0bcfd332-2862-41db-9e34-c45773a0ff85
889,889-prancha-lateral-em-abducao-isometrica-c-calcanhares-unidos.mp4,Prancha Lateral em Abdução Isométrica c/ Calcanhares Unidos,Quadríceps,Peso Corporal,normal,59a78a41-600c-46e6-99eb-5f07b9063db9
890,890-prancha-na-bola-mexendo-caldeirao.mp4,Prancha na Bola Mexendo Caldeirão,abdômen,Peso Corporal,normal,134d2973-68a1-4a41-99a1-5887538cb220
891,891-prancha-toque-de-ombros-cruzado.mp4,Prancha Toque de Ombros Cruzado,abdômen,Peso Corporal,normal,d5462d44-a75c-4178-8d7c-1df92850cfd2
892,892-prancha-up-down-antebraco-mao.mp4,Prancha up-down (antebraço-mão),Core,Peso Corporal,normal,2f48e086-0b50-4ba8-a94c-f8ff3af23dbd
893,893-quadruped-rock-back.mp4,Quadruped rock back,Controle Motor,Peso Corporal,normal,76467db3-e397-4cb0-a1cb-3bb4fb2cf339
894,894-reverse-crunch.mp4,Reverse crunch,Core,Peso Corporal,normal,9f1d3660-5d1a-4166-ad4e-b3fe4f53be8b
895,895-rolamento-segmentar-segmental-rolling.mp4,Rolamento segmentar (segmental rolling),Controle Motor,Peso Corporal,normal,112992f6-3db1-4aae-a972-8d2962126dcf
896,896-rotacao-toracica-quadrupede.mp4,Rotação torácica quadrupede,Mobilidade,Peso Corporal,normal,43d04bdc-4c4c-49d6-aed4-453d6f4c09ef
897,897-russian-twist.mp4,Russian twist,Core,Peso Corporal,normal,2e2a7262-63ec-4cdc-a108-4b5322b35289
898,898-salto-e-estabiliza-unipodal-hop-and-stick.mp4,Salto e estabiliza unipodal (hop and stick),Estabilidade,Peso Corporal,normal,b83e923c-3a70-4469-9644-0004afdeb6be
899,899-salto-horizontal-e-estabiliza-broad-jump-to-stick.mp4,Salto horizontal e estabiliza (broad jump to stick),Performance,Peso Corporal,normal,b59d110f-5e01-4604-a67d-b6a4175d7c7d
900,900-salto-horizontal-reativo-broad-jump-rebote.mp4,Salto horizontal reativo (broad jump rebote),Performance,Peso Corporal,normal,f9b158a0-ac31-488b-9b5d-c042c51a22e2
901,901-salto-lateral-lateral-bound.mp4,Salto lateral (lateral bound),Pliometria,Peso Corporal,normal,211b5f49-9fa8-4931-9f53-c1873cfa6ad5
902,902-saltos-reativos-laterais.mp4,Saltos reativos laterais,Performance,Peso Corporal,normal,5036af96-6876-4559-a9d8-3108a7e5d300
903,903-saltos-unipodais-para-frente-progressao.mp4,Saltos unipodais para frente (progressão),Pliometria,Peso Corporal,normal,455db455-2899-4631-a539-023a2c75b90a
904,904-skater-jumps-saltos-de-patinador.mp4,Skater jumps (saltos de patinador),Pliometria,Peso Corporal,normal,7db05819-02d7-4f3a-8677-383c91fac948
905,905-skipping-alto.mp4,Skipping alto,Pliometria,Peso Corporal,normal,8be87651-fa98-4855-8a76-665f44971cc6
906,906-spiderman-lunge-com-rotacao.mp4,Spiderman lunge com rotação,Mobilidade,Peso Corporal,normal,3e5eab60-1953-4ec7-a4c3-33b67a4026e6
907,907-squat-jump-salto-agachado.mp4,Squat jump (salto agachado),Pliometria,Peso Corporal,normal,043bc675-86a6-42d2-92eb-01ee6f309008
908,908-toe-taps-deitado-core-control.mp4,Toe taps deitado (core control),Controle Motor,Peso Corporal,normal,c8086a56-54a1-4ece-ba4c-508eab361518
909,909-toes-to-bar.mp4,Toes to bar,Core,Peso Corporal,normal,2aaadd16-0981-4952-a86b-a0f55577bde1
910,910-triple-extension-drill-triplice-extensao.mp4,Triple extension drill (tríplice extensão),Performance,Peso Corporal,normal,fe17cc30-418b-4708-adf6-b8d9cefcdadc
911,911-tuck-jump-joelhos-ao-peito.mp4,Tuck jump (joelhos ao peito),Pliometria,Peso Corporal,normal,9634cfc8-a6d2-4571-ac2e-0e8e4a34cf4d
912,912-v-up.mp4,V-up,Core,Peso Corporal,normal,a3ad2cdb-f8e7-4f09-9312-25e7ecf476bd
913,913-wall-ankling-tornozelo-na-parede.mp4,Wall ankling (tornozelo na parede),Performance,Peso Corporal,normal,faa1019a-2bd5-411b-853a-e8ed2e49e996
914,914-wall-drive-continuo-rapido.mp4,Wall drive contínuo (rápido),Performance,Peso Corporal,normal,6dac4ab0-d5af-42ec-9dec-ea954a0387c1
915,915-wall-drive-duplo-2-trocas.mp4,Wall drive duplo (2 trocas),Performance,Peso Corporal,normal,c93f9ae2-eca7-4cde-a34a-c4bed7f95087
916,916-wall-drive-marcha-1-troca.mp4,Wall drive marcha (1 troca),Performance,Peso Corporal,normal,c2d07de8-c924-44d1-94b4-7338d2a5c4f4
917,917-wall-slide-controle-escapular.mp4,Wall slide (controle escapular),Controle Motor,Peso Corporal,normal,065e621b-2ba9-4332-9dee-fb3806b11545
918,918-wall-slides-deslizar-na-parede.mp4,Wall slides (deslizar na parede),Ativação,Peso Corporal,normal,1f396e9a-d008-4d23-9149-2d9edd8688d5
919,919-worlds-greatest-stretch.mp4,Worlds greatest stretch,Mobilidade,Peso Corporal,normal,b882b52e-1c17-4d1d-b743-6a65fa57ae3e
920,920-ab-wheel-rollout.mp4,Ab wheel rollout,Core,Roda Abdominal,normal,db1a5e49-0a06-41b1-94e2-41a1b83d5c74
921,921-sandbag-carry.mp4,Sandbag carry,Funcional,Sandbag,normal,d3bef183-9c48-44db-b1b0-041e549b43ca
922,922-fisio-posterior-leg-curl-deslizante-slider.mp4,Fisio Posterior: leg curl deslizante (slider),Fisioterapia,Slider,ALTA,25c200e9-f296-4a5b-b774-38eda193f832
923,923-pistol-squat-assistido.mp4,Pistol squat assistido,Peso Corporal,TRX/Suspensão,normal,26f53a45-0947-40a6-a2b5-5c7fd7fe3b5c
924,924-prancha-com-pes-no-trx.mp4,Prancha com pés no TRX,Estabilidade,TRX/Suspensão,normal,185147fa-6622-4a7d-a7f2-cc61dffe2c45
925,925-rollout-no-trx.mp4,Rollout no TRX,Core,TRX/Suspensão,normal,c1ada640-8bbf-4d6d-b130-d1ded4519a92
926,926-fisio-punho-wrist-roller-enrolar-carga.mp4,Fisio Punho: wrist roller (enrolar carga),Fisioterapia,Wrist Roller,ALTA,48dcb2de-b391-4512-8571-03db99f5f5d9
